arrest someone	taka höndum	Verb
arrival	koma	Noun
arrive	koma	Verb
arrogance	hroki	Noun
arrogance	rosti	Noun
arrogant	hrokafullur	Adjective
arrow	píla	Noun
arrow	ör	Noun
arrowgrass	sauðlaukur	Noun
arrowshot	örskot	Noun
arsenic	arsen	Noun
arson	íkveikja	Noun
art	kúnst	Noun
art	list	Noun
art exhibition	listsýning	Noun
art history	listasaga	Noun
art museum	listasafn	Noun
art school	listaskóli	Noun
arteriosclerosis	æðakölkun	Noun
arthritis	liðbólga	Noun
artichoke	þistilhjarta	Noun
article	greinir	Noun
artificial intelligence	gervigreind	Noun
artificial turf	gervigras	Noun
artist's charcoal	kol	Noun
as good as	eins gott	Adjective
as usual	að venju	Adverb
as usual	eins og vant er	Adverb
as was agreed	eins og um var talað	Adverb
as well as	sem og	Conjunction
as yet	enn sem komið er	Adverb
asbestos	asbest	Noun
ascent	uppgangur	Noun
ascorbic acid	askorbínsýra	Noun
ascribe	kenna	Verb
asexual	eikynhneigður	Adjective
asexuality	eikynhneigð	Noun
ash	askur	Noun
asian elephant	asíufíll	Noun
ask	biðjast	Verb
ask	spyrja	Verb
asparagus	aspas	Noun
asparagus	spergill	Noun
aspect	horf	Noun
aspen	espi	Noun
aspergillum	stökkull	Noun
asphalt	malbik	Noun
aspiration	metnaður	Noun
assassin	launmorðingi	Noun
assault	líkamsárás	Noun
assault rifle	hríðskotariffill	Noun
assembler	smali	Noun
assembly language	smalamál	Noun
assent to something	játa	Verb
assess	meta	Verb
assets	fé	Noun
assist	stoðsending	Noun
assistant	aðstoðarmaður	Noun
assistant coach	aðstoðarþjálfari	Noun
assistant director	aðstoðarforstjóri	Noun
assure	ábyrgja	Verb
astatine	astat	Noun
asteroid	smástirni	Noun
astonished	undrandi	Adjective
astrologer	stjörnuspekingur	Noun
astrological sign	merki	Noun
astrology	stjörnuspeki	Noun
astronaut	geimfari	Noun
astronomer	stjörnufræðingur	Noun
astronomical twilight	stjörnurökkur	Noun
astronomical unit	stjarnfræðieining	Noun
astronomy	stjörnufræði	Noun
astrophobia	stjörnufælni	Noun
astrophysicist	stjarneðlisfræðingur	Noun
astrophysics	stjarneðlisfræði	Noun
asymptote	aðfella	Noun
asymptote	ósnertill	Noun
at all	aldeilis	Adverb
at all	yfirleitt	Adverb
at least	að minnsta kosti	Adverb
at sea	úti	Adverb
atheism	guðleysi	Noun
atheism	trúleysi	Noun
atheist	guðleysingi	Noun
atheist	heiðingi	Noun
